OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount
ORD-00436,2025-11-12,CUST-064,PROD-013,2,0.2
ORD-00437,2025-11-13,CUST-044,PROD-005,2,0.0
ORD-00438,2025-11-13,CUST-053,PROD-007,1,0.0
ORD-00439,2025-11-13,CUST-024,PROD-011,1,0.2
ORD-00440,2025-11-14,CUST-060,PROD-007,3,0.0
ORD-00441,2025-11-15,CUST-003,PROD-015,2,0.1
ORD-00442,2025-11-15,CUST-020,PROD-005,2,0.0
ORD-00443,2025-11-16,CUST-046,PROD-012,3,0.0
ORD-00444,2025-11-16,CUST-015,PROD-015,3,0.0
ORD-00445,2025-11-17,CUST-025,PROD-009,1,0.0
ORD-00446,2025-11-17,CUST-094,PROD-004,2,0.05
ORD-00447,2025-11-18,CUST-078,PROD-011,1,0.0
ORD-00448,2025-11-20,CUST-071,PROD-003,3,0.0
ORD-00449,2025-11-22,CUST-017,PROD-015,2,0.0
ORD-00450,2025-11-22,CUST-084,PROD-004,5,0.0
ORD-00451,2025-11-23,CUST-100,PROD-005,1,0.1
ORD-00452,2025-11-25,CUST-009,PROD-013,1,0.2
ORD-00453,2025-11-26,CUST-038,PROD-006,1,0.0
ORD-00454,2025-11-26,CUST-048,PROD-003,1,0.1
ORD-00455,2025-11-27,CUST-060,PROD-002,1,0.05
ORD-00456,2025-11-27,CUST-063,PROD-014,4,0.0
ORD-00457,2025-11-29,CUST-086,PROD-013,1,0.2
ORD-00458,2025-12-01,CUST-002,PROD-004,1,0.0
ORD-00459,2025-12-01,CUST-088,PROD-005,3,0.0
ORD-00460,2025-12-01,CUST-072,PROD-004,2,0.1
ORD-00461,2025-12-01,CUST-011,PROD-014,3,0.0
ORD-00462,2025-12-02,CUST-064,PROD-011,1,0.1
ORD-00463,2025-12-03,CUST-077,PROD-013,2,0.1
ORD-00464,2025-12-03,CUST-081,PROD-015,1,0.0
ORD-00465,2025-12-04,CUST-072,PROD-012,1,0.1
ORD-00466,2025-12-05,CUST-021,PROD-003,4,0.0
ORD-00467,2025-12-05,CUST-018,PROD-008,1,0.0
ORD-00468,2025-12-06,CUST-094,PROD-010,2,0.0
ORD-00469,2025-12-07,CUST-064,PROD-004,2,0.2
ORD-00470,2025-12-07,CUST-082,PROD-014,1,0.0
ORD-00471,2025-12-08,CUST-095,PROD-002,4,0.0
ORD-00472,2025-12-08,CUST-038,PROD-002,1,0.0
ORD-00473,2025-12-08,CUST-032,PROD-001,2,0.05
ORD-00474,2025-12-12,CUST-011,PROD-013,5,0.0
ORD-00475,2025-12-12,CUST-045,PROD-004,2,0.0
ORD-00476,2025-12-13,CUST-089,PROD-010,4,0.0
ORD-00477,2025-12-14,CUST-033,PROD-009,1,0.0
ORD-00478,2025-12-14,CUST-041,PROD-014,2,0.1
ORD-00479,2025-12-14,CUST-008,PROD-011,1,0.0
ORD-00480,2025-12-16,CUST-011,PROD-007,3,0.0
ORD-00481,2025-12-16,CUST-086,PROD-015,5,0.2
ORD-00482,2025-12-16,CUST-051,PROD-012,1,0.0
ORD-00483,2025-12-17,CUST-088,PROD-010,2,0.2
ORD-00484,2025-12-18,CUST-041,PROD-007,1,0.0
ORD-00485,2025-12-21,CUST-017,PROD-013,2,0.1
ORD-00486,2025-12-21,CUST-076,PROD-015,2,0.0
ORD-00487,2025-12-22,CUST-046,PROD-007,5,0.0
ORD-00488,2025-12-23,CUST-032,PROD-015,2,0.05
ORD-00489,2025-12-23,CUST-079,PROD-008,1,0.1
ORD-00490,2025-12-24,CUST-080,PROD-001,1,0.05
ORD-00491,2025-12-24,CUST-054,PROD-010,1,0.0
ORD-00492,2025-12-26,CUST-086,PROD-013,1,0.05
ORD-00493,2025-12-27,CUST-092,PROD-010,1,0.05
ORD-00494,2025-12-27,CUST-020,PROD-008,4,0.0
ORD-00495,2025-12-29,CUST-033,PROD-004,2,0.05
ORD-00496,2025-12-30,CUST-074,PROD-004,2,0.1
ORD-00497,2025-12-31,CUST-040,PROD-004,1,0.0
ORD-00498,2025-12-31,CUST-032,PROD-006,4,0.0
ORD-00499,2025-12-31,CUST-097,PROD-007,3,0.0
ORD-00500,2025-12-31,CUST-002,PROD-006,1,0.0
